,Member_number,Date,productId,items,productName,price,Category,Total
20676,3122,2015-10-13,3,1,pip fruit,3.0,Fresh Food,3.0
20677,2874,2015-01-22,17,3,bottled water,0.5,Beverages,1.5
20678,3148,2015-03-28,64,3,UHT-milk,2.1,Dairy,6.3
20679,4359,2015-09-24,44,2,newspapers,3.2,Specialty & Seasonal,6.4
20680,4510,2015-03-26,24,1,pastry,3.1,Bakery & Sweets,3.1
20681,3298,2015-04-28,106,1,prosecco,20.1,Beverages,20.1
20682,3285,2015-07-12,74,3,whipped/sour cream,5.5,Dairy,16.5
20683,4752,2015-02-11,51,1,dessert,1.15,Bakery & Sweets,1.15
20685,3557,2015-05-24,2,3,whole milk,1.8,Dairy,5.4
20686,4328,2015-07-21,1,3,tropical fruit,7.8,Fresh Food,23.4
20688,1719,2015-09-17,4,2,other vegetables,0.8,Fresh Food,1.6
20689,1360,2015-02-05,83,2,white bread,0.3,Bakery & Sweets,0.6
20690,1299,2015-06-03,80,2,salty snack,0.5,Snacks,1.0
20691,4260,2015-11-16,70,2,margarine,3.5,Pantry Staples,7.0
20692,1785,2015-07-15,20,2,brown bread,0.8,Bakery & Sweets,1.6
20693,3835,2015-01-06,38,3,soda,0.8,Beverages,2.4
20694,1720,2015-12-05,2,1,whole milk,1.8,Dairy,1.8
20695,1872,2015-04-05,12,1,fruit/vegetable juice,2.1,Beverages,2.1
20696,1406,2015-03-23,74,3,whipped/sour cream,5.5,Dairy,16.5
20697,3560,2015-09-29,27,1,coffee,8.5,Beverages,8.5
20698,4628,2015-11-29,18,1,yogurt,2.2,Dairy,2.2
20699,2692,2015-10-09,64,3,UHT-milk,2.1,Dairy,6.3
20700,4843,2015-05-13,2,1,whole milk,1.8,Dairy,1.8
20701,4395,2015-06-25,2,1,whole milk,1.8,Dairy,1.8
20702,1196,2015-11-27,5,3,rolls/buns,1.2,Bakery & Sweets,3.6
20703,1076,2015-05-14,11,1,butter,3.2,Dairy,3.2
20704,3519,2015-01-28,2,2,whole milk,1.8,Dairy,3.6
20705,1335,2015-10-18,18,3,yogurt,2.2,Dairy,6.6
20706,4988,2015-10-29,4,1,other vegetables,0.8,Fresh Food,0.8
20707,4437,2015-10-20,4,1,other vegetables,0.8,Fresh Food,0.8
20708,2262,2015-10-04,96,2,hygiene articles,7.5,Household & Hygiene,15.0
20709,4320,2015-01-07,25,3,canned beer,1.1,Beverages,3.3
20710,1155,2015-04-01,82,3,pet care,5.8,Pet Care,17.4
20711,3101,2015-12-17,38,1,soda,0.8,Beverages,0.8
20712,2433,2015-10-19,22,2,root vegetables,1.8,Fresh Food,3.6
20713,2051,2015-11-14,2,2,whole milk,1.8,Dairy,3.6
20714,3144,2015-08-16,45,2,curd,9.8,Dairy,19.6
20715,2000,2015-08-23,21,2,hamburger meat,12.3,Fresh Food,24.6
20716,2427,2015-06-26,64,2,UHT-milk,2.1,Dairy,4.2
20717,2916,2015-06-13,69,2,domestic eggs,1.25,Fresh Food,2.5
20718,1609,2015-12-17,14,3,chocolate,11.5,Bakery & Sweets,34.5
20719,2982,2015-06-25,18,1,yogurt,2.2,Dairy,2.2
20720,1804,2015-11-30,2,1,whole milk,1.8,Dairy,1.8
20721,4997,2015-12-27,45,2,curd,9.8,Dairy,19.6
20722,2789,2015-01-28,4,3,other vegetables,0.8,Fresh Food,2.4
20723,2512,2015-04-23,17,3,bottled water,0.5,Beverages,1.5
20724,2641,2015-03-01,110,2,frozen fruits,2.5,Frozen & Processed Food,5.0
20725,2102,2015-05-10,4,1,other vegetables,0.8,Fresh Food,0.8
20726,2979,2015-07-17,58,2,ice cream,1.8,Frozen & Processed Food,3.6
20727,3685,2015-03-04,51,3,dessert,1.15,Bakery & Sweets,3.45
20728,2918,2015-10-11,58,2,ice cream,1.8,Frozen & Processed Food,3.6
20729,4640,2015-01-31,27,1,coffee,8.5,Beverages,8.5
20730,1149,2015-08-06,10,1,chicken,7.2,Fresh Food,7.2
20731,4608,2015-01-05,25,3,canned beer,1.1,Beverages,3.3
20732,3794,2015-11-26,26,2,berries,10.8,Fresh Food,21.6
20733,3014,2015-11-04,70,2,margarine,3.5,Pantry Staples,7.0
20734,2083,2015-03-28,2,3,whole milk,1.8,Dairy,5.4
20735,1656,2015-08-13,2,2,whole milk,1.8,Dairy,3.6
20736,1482,2015-07-24,60,3,cream cheese,6.3,Dairy,18.9
20737,3050,2015-10-20,76,2,sliced cheese,4.2,Dairy,8.4
20738,3882,2015-04-23,4,1,other vegetables,0.8,Fresh Food,0.8
20739,2618,2015-12-03,44,3,newspapers,3.2,Specialty & Seasonal,9.6
20740,4888,2015-02-13,49,2,beverages,1.1,Beverages,2.2
20741,2523,2015-01-12,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2
20742,4633,2015-04-14,20,2,brown bread,0.8,Bakery & Sweets,1.6
20743,2440,2015-03-02,64,3,UHT-milk,2.1,Dairy,6.3
20744,2100,2015-07-05,79,1,specialty cheese,12.14,Dairy,12.14
20745,3691,2015-02-12,65,2,candy,3.6,Bakery & Sweets,7.2
20746,4499,2015-05-06,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5
20747,2370,2015-08-28,100,2,chewing gum,0.5,Specialty & Seasonal,1.0
20748,3831,2015-10-14,69,1,domestic eggs,1.25,Fresh Food,1.25
20749,4744,2015-10-28,80,1,salty snack,0.5,Snacks,0.5
20750,4919,2015-03-12,22,1,root vegetables,1.8,Fresh Food,1.8
20751,4876,2015-02-21,38,3,soda,0.8,Beverages,2.4
20752,1296,2015-08-20,59,2,hard cheese,4.5,Dairy,9.0
20753,4845,2015-08-28,8,3,beef,19.5,Fresh Food,58.5
20754,4606,2015-03-13,2,2,whole milk,1.8,Dairy,3.6
20755,1438,2015-02-26,60,3,cream cheese,6.3,Dairy,18.9
20756,2777,2015-05-24,38,2,soda,0.8,Beverages,1.6
20757,4220,2015-08-10,39,3,detergent,5.5,Household & Hygiene,16.5
20758,1943,2015-01-07,4,2,other vegetables,0.8,Fresh Food,1.6
20759,3535,2015-09-01,63,3,liquor (appetizer),11.2,Beverages,33.6
20760,2194,2015-01-09,51,1,dessert,1.15,Bakery & Sweets,1.15
20761,2326,2015-11-29,28,3,misc. beverages,1.2,Beverages,3.6
20762,4189,2015-04-07,126,1,snack products,0.9,Snacks,0.9
20763,1023,2015-01-06,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
20764,3886,2015-04-01,16,2,butter milk,6.1,Dairy,12.2
20765,1443,2015-10-09,60,1,cream cheese,6.3,Dairy,6.3
20766,1395,2015-06-26,22,1,root vegetables,1.8,Fresh Food,1.8
20767,1291,2015-01-14,69,2,domestic eggs,1.25,Fresh Food,2.5
20768,1374,2015-03-10,3,3,pip fruit,3.0,Fresh Food,9.0
20769,4015,2015-02-20,128,3,soft cheese,7.2,Dairy,21.6
20770,3009,2015-02-18,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5
20771,2961,2015-11-16,129,3,mayonnaise,1.8,Specialty & Seasonal,5.4
20772,3260,2015-07-08,2,1,whole milk,1.8,Dairy,1.8
20773,1793,2015-05-19,56,3,white wine,14.2,Beverages,42.6
20774,2985,2015-01-05,38,3,soda,0.8,Beverages,2.4
20775,1205,2015-03-14,18,3,yogurt,2.2,Dairy,6.6
20776,1116,2015-10-08,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
20777,1633,2015-08-09,2,2,whole milk,1.8,Dairy,3.6
20778,3600,2015-07-30,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5
20779,4740,2015-07-10,70,3,margarine,3.5,Pantry Staples,10.5
20780,2677,2015-12-23,22,3,root vegetables,1.8,Fresh Food,5.4
20781,1540,2015-08-14,49,1,beverages,1.1,Beverages,1.1
20782,4323,2015-03-26,40,2,grapes,9.4,Fresh Food,18.8
20783,4320,2015-04-18,66,1,onions,1.3,Fresh Food,1.3
20784,1363,2015-06-16,11,3,butter,3.2,Dairy,9.6
20785,1761,2015-08-09,60,1,cream cheese,6.3,Dairy,6.3
20786,1733,2015-06-23,127,3,organic sausage,8.6,Fresh Food,25.8
20787,1994,2015-10-05,18,3,yogurt,2.2,Dairy,6.6
20788,4300,2015-04-04,73,1,oil,3.4,Pantry Staples,3.4
20789,4298,2015-07-25,22,3,root vegetables,1.8,Fresh Food,5.4
20790,1097,2015-11-01,38,3,soda,0.8,Beverages,2.4
20791,3766,2015-05-07,1,2,tropical fruit,7.8,Fresh Food,15.6
20792,2348,2015-02-28,22,1,root vegetables,1.8,Fresh Food,1.8
20793,4588,2015-11-08,24,1,pastry,3.1,Bakery & Sweets,3.1
20794,3784,2015-06-14,89,3,spread cheese,2.5,Dairy,7.5
20795,2787,2015-03-05,5,3,rolls/buns,1.2,Bakery & Sweets,3.6
20796,2056,2015-11-24,24,1,pastry,3.1,Bakery & Sweets,3.1
20797,3986,2015-07-25,2,1,whole milk,1.8,Dairy,1.8
20798,3861,2015-07-07,17,1,bottled water,0.5,Beverages,0.5
20799,1094,2015-01-07,28,3,misc. beverages,1.2,Beverages,3.6
20800,4743,2015-01-24,50,2,bottled beer,1.8,Beverages,3.6
20801,3543,2015-06-02,104,2,cat food,11.2,Pet Care,22.4
20802,4914,2015-03-14,2,3,whole milk,1.8,Dairy,5.4
20803,2004,2015-08-21,4,3,other vegetables,0.8,Fresh Food,2.4
20804,4171,2015-06-03,100,3,chewing gum,0.5,Specialty & Seasonal,1.5
20805,3041,2015-09-15,59,1,hard cheese,4.5,Dairy,4.5
20806,1324,2015-07-10,56,3,white wine,14.2,Beverages,42.6
20808,4260,2015-05-30,25,2,canned beer,1.1,Beverages,2.2
20809,1494,2015-09-29,37,3,herbs,6.5,Fresh Food,19.5
20810,2521,2015-03-03,17,3,bottled water,0.5,Beverages,1.5
20811,2225,2015-04-28,20,1,brown bread,0.8,Bakery & Sweets,0.8
20812,3486,2015-12-23,3,1,pip fruit,3.0,Fresh Food,3.0
20813,1422,2015-02-28,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
20814,3082,2015-02-20,1,2,tropical fruit,7.8,Fresh Food,15.6
20815,1114,2015-03-12,51,2,dessert,1.15,Bakery & Sweets,2.3
20816,4773,2015-10-31,18,3,yogurt,2.2,Dairy,6.6
20817,1939,2015-10-30,76,3,sliced cheese,4.2,Dairy,12.6
20818,2723,2015-11-03,18,1,yogurt,2.2,Dairy,2.2
20819,1361,2015-09-08,5,2,rolls/buns,1.2,Bakery & Sweets,2.4
20821,3915,2015-03-05,3,1,pip fruit,3.0,Fresh Food,3.0
20822,3579,2015-12-30,37,1,herbs,6.5,Fresh Food,6.5
20823,2051,2015-04-20,20,2,brown bread,0.8,Bakery & Sweets,1.6
20824,2113,2015-09-07,2,2,whole milk,1.8,Dairy,3.6
20825,1909,2015-08-31,70,3,margarine,3.5,Pantry Staples,10.5
20826,2328,2015-02-22,4,3,other vegetables,0.8,Fresh Food,2.4
20827,2948,2015-06-19,59,1,hard cheese,4.5,Dairy,4.5
20828,3504,2015-05-20,77,1,dish cleaner,2.5,Household & Hygiene,2.5
20829,3069,2015-04-09,1,1,tropical fruit,7.8,Fresh Food,7.8
20830,2142,2015-05-19,64,3,UHT-milk,2.1,Dairy,6.3
20831,4411,2015-04-17,49,2,beverages,1.1,Beverages,2.2
20832,1993,2015-07-08,22,3,root vegetables,1.8,Fresh Food,5.4
20833,4579,2015-01-09,2,2,whole milk,1.8,Dairy,3.6
20834,1177,2015-10-14,20,3,brown bread,0.8,Bakery & Sweets,2.4
20835,2499,2015-04-24,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5
20836,4427,2015-01-14,22,2,root vegetables,1.8,Fresh Food,3.6
20837,2883,2015-10-12,17,3,bottled water,0.5,Beverages,1.5
20838,1242,2015-12-04,50,3,bottled beer,1.8,Beverages,5.4
20839,3409,2015-12-11,20,1,brown bread,0.8,Bakery & Sweets,0.8
20840,1307,2015-06-22,78,2,baking powder,1.8,Pantry Staples,3.6
20841,3507,2015-11-10,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0
20842,2606,2015-01-26,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
20843,3048,2015-06-06,140,2,tidbits,1.1,Snacks,2.2
20844,2007,2015-11-23,20,1,brown bread,0.8,Bakery & Sweets,0.8
20845,3072,2015-01-26,62,2,pickled vegetables,2.7,Fresh Food,5.4
20846,3354,2015-01-14,4,2,other vegetables,0.8,Fresh Food,1.6
20847,3656,2015-03-11,18,2,yogurt,2.2,Dairy,4.4
20848,4417,2015-05-18,1,2,tropical fruit,7.8,Fresh Food,15.6
20849,3296,2015-06-06,15,1,specialty bar,5.2,Bakery & Sweets,5.2
20850,1323,2015-04-30,8,1,beef,19.5,Fresh Food,19.5
20851,1754,2015-09-17,3,2,pip fruit,3.0,Fresh Food,6.0
20852,3872,2015-11-03,2,3,whole milk,1.8,Dairy,5.4
20853,3691,2015-02-05,11,1,butter,3.2,Dairy,3.2
20854,1218,2015-12-29,2,2,whole milk,1.8,Dairy,3.6
20855,1381,2015-03-23,69,1,domestic eggs,1.25,Fresh Food,1.25
20856,4550,2015-03-02,4,3,other vegetables,0.8,Fresh Food,2.4
20857,1377,2015-02-06,17,3,bottled water,0.5,Beverages,1.5
20858,4388,2015-02-19,116,3,sauces,2.45,Pantry Staples,7.35
20859,2157,2015-07-14,44,2,newspapers,3.2,Specialty & Seasonal,6.4
20860,3321,2015-12-25,50,2,bottled beer,1.8,Beverages,3.6
20861,3205,2015-12-11,11,3,butter,3.2,Dairy,9.6
20862,4444,2015-07-22,64,1,UHT-milk,2.1,Dairy,2.1
20863,2348,2015-11-01,22,1,root vegetables,1.8,Fresh Food,1.8
20864,4275,2015-08-18,14,3,chocolate,11.5,Bakery & Sweets,34.5
20865,3664,2015-05-04,20,2,brown bread,0.8,Bakery & Sweets,1.6
20866,1627,2015-02-11,4,1,other vegetables,0.8,Fresh Food,0.8
20867,1641,2015-05-27,23,1,pork,7.2,Fresh Food,7.2
20868,1461,2015-12-21,70,1,margarine,3.5,Pantry Staples,3.5
20869,4266,2015-06-17,22,2,root vegetables,1.8,Fresh Food,3.6
20870,2754,2015-05-02,12,3,fruit/vegetable juice,2.1,Beverages,6.3
20871,3117,2015-09-30,4,2,other vegetables,0.8,Fresh Food,1.6
20872,1654,2015-04-29,33,1,frozen potato products,3.0,Frozen & Processed Food,3.0
20873,1154,2015-05-17,2,3,whole milk,1.8,Dairy,5.4
20874,1333,2015-09-22,45,2,curd,9.8,Dairy,19.6
20875,2188,2015-07-28,5,3,rolls/buns,1.2,Bakery & Sweets,3.6
20876,4679,2015-05-16,4,1,other vegetables,0.8,Fresh Food,0.8
20877,2495,2015-07-28,38,2,soda,0.8,Beverages,1.6
20878,4117,2015-12-10,1,3,tropical fruit,7.8,Fresh Food,23.4
20879,4035,2015-01-12,25,2,canned beer,1.1,Beverages,2.2
20880,1500,2015-01-06,38,1,soda,0.8,Beverages,0.8
20881,4357,2015-04-13,25,3,canned beer,1.1,Beverages,3.3
20882,1199,2015-11-21,83,1,white bread,0.3,Bakery & Sweets,0.3
20883,4467,2015-11-22,2,3,whole milk,1.8,Dairy,5.4
20884,4220,2015-11-21,2,1,whole milk,1.8,Dairy,1.8
20885,4376,2015-07-16,156,1,jam,5.22,Bakery & Sweets,5.22
20886,4190,2015-12-24,12,2,fruit/vegetable juice,2.1,Beverages,4.2
20887,4501,2015-06-15,23,1,pork,7.2,Fresh Food,7.2
20888,1454,2015-10-22,27,2,coffee,8.5,Beverages,17.0
20889,3922,2015-04-01,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
20890,3586,2015-05-02,49,1,beverages,1.1,Beverages,1.1
20891,2139,2015-04-16,18,1,yogurt,2.2,Dairy,2.2
20892,2475,2015-11-10,38,3,soda,0.8,Beverages,2.4
20893,3419,2015-12-05,45,2,curd,9.8,Dairy,19.6
20894,2518,2015-07-03,5,3,rolls/buns,1.2,Bakery & Sweets,3.6
20895,1690,2015-03-03,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0
20896,1281,2015-06-02,73,1,oil,3.4,Pantry Staples,3.4
20897,2176,2015-02-04,119,3,long life bakery product,9.9,Bakery & Sweets,29.7
20898,2787,2015-03-13,64,2,UHT-milk,2.1,Dairy,4.2
20899,3460,2015-02-14,2,1,whole milk,1.8,Dairy,1.8
20900,3224,2015-01-19,17,2,bottled water,0.5,Beverages,1.0
20901,1540,2015-11-26,22,2,root vegetables,1.8,Fresh Food,3.6
20902,3942,2015-04-04,4,1,other vegetables,0.8,Fresh Food,0.8
20903,2939,2015-08-03,17,3,bottled water,0.5,Beverages,1.5
20904,3807,2015-10-26,142,1,seasonal products,5.4,Specialty & Seasonal,5.4
20905,3380,2015-05-16,3,3,pip fruit,3.0,Fresh Food,9.0
20906,1785,2015-06-07,2,2,whole milk,1.8,Dairy,3.6
20907,2625,2015-03-06,78,2,baking powder,1.8,Pantry Staples,3.6
20908,1828,2015-03-24,17,2,bottled water,0.5,Beverages,1.0
20909,4225,2015-05-08,22,3,root vegetables,1.8,Fresh Food,5.4
20910,1646,2015-08-28,11,1,butter,3.2,Dairy,3.2
20911,1412,2015-11-16,60,3,cream cheese,6.3,Dairy,18.9
20912,1892,2015-04-24,18,2,yogurt,2.2,Dairy,4.4
20913,2535,2015-11-10,4,2,other vegetables,0.8,Fresh Food,1.6
20914,4107,2015-11-15,52,1,dog food,12.6,Pet Care,12.6
20915,1452,2015-03-29,38,3,soda,0.8,Beverages,2.4
20916,4853,2015-09-17,88,2,house keeping products,8.5,Household & Hygiene,17.0
20917,2196,2015-08-23,4,3,other vegetables,0.8,Fresh Food,2.4
20919,3879,2015-12-03,74,1,whipped/sour cream,5.5,Dairy,5.5
20920,4967,2015-09-23,4,1,other vegetables,0.8,Fresh Food,0.8
20921,3408,2015-11-05,5,2,rolls/buns,1.2,Bakery & Sweets,2.4
20922,3732,2015-01-26,56,1,white wine,14.2,Beverages,14.2
20923,1040,2015-11-26,66,3,onions,1.3,Fresh Food,3.9
20924,2612,2015-05-31,36,1,frozen meals,9.7,Frozen & Processed Food,9.7
20925,1137,2015-09-26,4,3,other vegetables,0.8,Fresh Food,2.4
20926,4223,2015-06-15,37,2,herbs,6.5,Fresh Food,13.0
20927,3832,2015-07-17,2,3,whole milk,1.8,Dairy,5.4
20928,2179,2015-04-16,2,1,whole milk,1.8,Dairy,1.8
20929,2604,2015-02-12,4,1,other vegetables,0.8,Fresh Food,0.8
20930,2238,2015-03-20,2,2,whole milk,1.8,Dairy,3.6
20931,2589,2015-02-12,4,1,other vegetables,0.8,Fresh Food,0.8
20932,2402,2015-09-06,17,2,bottled water,0.5,Beverages,1.0
20933,4130,2015-11-06,22,2,root vegetables,1.8,Fresh Food,3.6
20934,4841,2015-12-17,18,1,yogurt,2.2,Dairy,2.2
20935,1734,2015-06-08,23,3,pork,7.2,Fresh Food,21.6
20936,3748,2015-03-27,16,2,butter milk,6.1,Dairy,12.2
20937,1021,2015-10-22,18,3,yogurt,2.2,Dairy,6.6
20938,1104,2015-01-04,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
20939,2613,2015-01-09,38,3,soda,0.8,Beverages,2.4
20940,4204,2015-10-16,5,3,rolls/buns,1.2,Bakery & Sweets,3.6
20941,2022,2015-07-22,56,3,white wine,14.2,Beverages,42.6
20942,2242,2015-06-05,11,3,butter,3.2,Dairy,9.6
20943,4352,2015-07-20,70,1,margarine,3.5,Pantry Staples,3.5
20944,1945,2015-02-05,1,1,tropical fruit,7.8,Fresh Food,7.8
20945,1427,2015-11-26,4,3,other vegetables,0.8,Fresh Food,2.4
20946,3709,2015-09-08,24,1,pastry,3.1,Bakery & Sweets,3.1
20947,1349,2015-04-13,69,1,domestic eggs,1.25,Fresh Food,1.25
20948,4691,2015-01-08,4,2,other vegetables,0.8,Fresh Food,1.6
20949,1465,2015-06-26,4,1,other vegetables,0.8,Fresh Food,0.8
20950,2867,2015-07-16,4,3,other vegetables,0.8,Fresh Food,2.4
20951,2381,2015-05-17,72,1,salt,0.7,Pantry Staples,0.7
20952,2471,2015-08-13,21,1,hamburger meat,12.3,Fresh Food,12.3
20953,3252,2015-08-22,17,1,bottled water,0.5,Beverages,0.5
20954,4077,2015-03-18,31,1,curd cheese,9.2,Dairy,9.2
20955,2359,2015-04-21,4,2,other vegetables,0.8,Fresh Food,1.6
20956,4430,2015-12-02,1,3,tropical fruit,7.8,Fresh Food,23.4
20957,3456,2015-09-10,22,3,root vegetables,1.8,Fresh Food,5.4
20958,2563,2015-06-03,10,1,chicken,7.2,Fresh Food,7.2
20959,2386,2015-10-04,45,1,curd,9.8,Dairy,9.8
20960,4909,2015-10-26,69,2,domestic eggs,1.25,Fresh Food,2.5
20961,1014,2015-10-03,50,1,bottled beer,1.8,Beverages,1.8
20962,1389,2015-02-18,1,2,tropical fruit,7.8,Fresh Food,15.6
20963,4800,2015-12-24,38,3,soda,0.8,Beverages,2.4
20964,1069,2015-08-20,76,3,sliced cheese,4.2,Dairy,12.6
20965,1833,2015-07-12,2,2,whole milk,1.8,Dairy,3.6
20966,4028,2015-07-08,114,3,napkins,21.8,Household & Hygiene,65.4
20967,3919,2015-02-09,70,1,margarine,3.5,Pantry Staples,3.5
20968,3086,2015-01-02,20,1,brown bread,0.8,Bakery & Sweets,0.8
20969,2708,2015-02-17,36,2,frozen meals,9.7,Frozen & Processed Food,19.4
20970,3513,2015-08-29,54,3,condensed milk,3.5,Dairy,10.5
20971,3774,2015-09-16,8,3,beef,19.5,Fresh Food,58.5
20972,4827,2015-01-27,17,2,bottled water,0.5,Beverages,1.0
20973,4213,2015-08-23,10,2,chicken,7.2,Fresh Food,14.4
20974,4536,2015-02-24,50,3,bottled beer,1.8,Beverages,5.4
20975,1489,2015-06-23,38,2,soda,0.8,Beverages,1.6
20976,2005,2015-09-22,137,1,male cosmetics,10.6,Personal Care,10.6
20977,2429,2015-06-29,2,3,whole milk,1.8,Dairy,5.4
20978,2721,2015-08-10,22,2,root vegetables,1.8,Fresh Food,3.6
20979,3909,2015-02-09,34,2,flour,2.1,Pantry Staples,4.2
20980,4808,2015-08-20,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2
20981,4024,2015-10-16,70,3,margarine,3.5,Pantry Staples,10.5
20982,2855,2015-02-03,37,1,herbs,6.5,Fresh Food,6.5
20983,4881,2015-07-28,74,1,whipped/sour cream,5.5,Dairy,5.5
20984,1214,2015-01-10,18,3,yogurt,2.2,Dairy,6.6
20985,1608,2015-11-10,2,2,whole milk,1.8,Dairy,3.6
20986,1724,2015-09-09,3,3,pip fruit,3.0,Fresh Food,9.0
20987,1911,2015-06-02,1,3,tropical fruit,7.8,Fresh Food,23.4
20988,3881,2015-04-02,4,2,other vegetables,0.8,Fresh Food,1.6
20989,1780,2015-08-27,2,3,whole milk,1.8,Dairy,5.4
20990,4675,2015-09-14,4,1,other vegetables,0.8,Fresh Food,0.8
20991,3497,2015-09-24,2,3,whole milk,1.8,Dairy,5.4
20992,1000,2015-03-15,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2
20993,3955,2015-08-28,25,3,canned beer,1.1,Beverages,3.3
20994,4232,2015-12-19,3,1,pip fruit,3.0,Fresh Food,3.0
20995,3472,2015-02-28,4,3,other vegetables,0.8,Fresh Food,2.4
20996,4217,2015-02-05,18,3,yogurt,2.2,Dairy,6.6
20997,3778,2015-10-01,7,3,citrus fruit,1.5,Fresh Food,4.5
20998,2666,2015-04-06,51,3,dessert,1.15,Bakery & Sweets,3.45
20999,3518,2015-05-18,12,2,fruit/vegetable juice,2.1,Beverages,4.2
21000,4525,2015-09-28,7,1,citrus fruit,1.5,Fresh Food,1.5
21001,2975,2015-01-28,40,1,grapes,9.4,Fresh Food,9.4
21003,2001,2015-01-28,4,3,other vegetables,0.8,Fresh Food,2.4
21004,2091,2015-10-19,24,1,pastry,3.1,Bakery & Sweets,3.1
21005,2453,2015-08-28,2,2,whole milk,1.8,Dairy,3.6
21006,4681,2015-02-28,38,3,soda,0.8,Beverages,2.4
21007,2618,2015-09-14,18,3,yogurt,2.2,Dairy,6.6
21008,3389,2015-01-26,22,1,root vegetables,1.8,Fresh Food,1.8
21009,3044,2015-09-29,22,3,root vegetables,1.8,Fresh Food,5.4
21010,3039,2015-09-02,138,3,candles,2.7,Household & Hygiene,8.1
21011,4563,2015-05-14,25,1,canned beer,1.1,Beverages,1.1
21012,2683,2015-08-11,38,2,soda,0.8,Beverages,1.6
21013,4063,2015-11-12,24,2,pastry,3.1,Bakery & Sweets,6.2
21014,3014,2015-10-19,44,1,newspapers,3.2,Specialty & Seasonal,3.2
21015,4356,2015-12-01,2,2,whole milk,1.8,Dairy,3.6
21016,3050,2015-05-06,83,2,white bread,0.3,Bakery & Sweets,0.6
21017,3613,2015-06-05,22,2,root vegetables,1.8,Fresh Food,3.6
21018,3152,2015-11-24,103,3,semi-finished bread,1.1,Frozen & Processed Food,3.3
21019,4187,2015-10-28,99,3,canned vegetables,5.7,Frozen & Processed Food,17.1
21020,2001,2015-03-03,4,3,other vegetables,0.8,Fresh Food,2.4
21021,1584,2015-01-26,45,2,curd,9.8,Dairy,19.6
21022,1475,2015-03-28,36,3,frozen meals,9.7,Frozen & Processed Food,29.1
21023,4942,2015-08-06,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6
21024,2083,2015-11-07,58,1,ice cream,1.8,Frozen & Processed Food,1.8
21025,4685,2015-08-27,59,2,hard cheese,4.5,Dairy,9.0
21026,2070,2015-03-24,7,3,citrus fruit,1.5,Fresh Food,4.5
21027,2657,2015-04-01,51,2,dessert,1.15,Bakery & Sweets,2.3
21028,4012,2015-04-04,11,3,butter,3.2,Dairy,9.6
21029,2698,2015-01-24,18,3,yogurt,2.2,Dairy,6.6
21030,2222,2015-12-28,23,1,pork,7.2,Fresh Food,7.2
21031,2421,2015-10-27,4,1,other vegetables,0.8,Fresh Food,0.8
21032,2410,2015-11-21,4,3,other vegetables,0.8,Fresh Food,2.4
21033,2728,2015-11-28,2,2,whole milk,1.8,Dairy,3.6
21034,4810,2015-03-17,44,1,newspapers,3.2,Specialty & Seasonal,3.2
21035,1391,2015-08-01,14,1,chocolate,11.5,Bakery & Sweets,11.5
21036,2167,2015-12-08,44,3,newspapers,3.2,Specialty & Seasonal,9.6
21037,3048,2015-08-20,50,2,bottled beer,1.8,Beverages,3.6
21038,3876,2015-10-03,16,1,butter milk,6.1,Dairy,6.1
21039,3937,2015-11-19,80,1,salty snack,0.5,Snacks,0.5
21040,1167,2015-02-16,69,2,domestic eggs,1.25,Fresh Food,2.5
21041,4031,2015-01-14,4,1,other vegetables,0.8,Fresh Food,0.8
21042,2946,2015-05-24,114,2,napkins,21.8,Household & Hygiene,43.6
21043,2672,2015-03-09,63,3,liquor (appetizer),11.2,Beverages,33.6
21044,3529,2015-03-05,23,1,pork,7.2,Fresh Food,7.2
21045,3986,2015-11-18,7,3,citrus fruit,1.5,Fresh Food,4.5
21046,3312,2015-07-29,2,2,whole milk,1.8,Dairy,3.6
21047,2392,2015-12-15,11,3,butter,3.2,Dairy,9.6
21048,1756,2015-03-03,4,3,other vegetables,0.8,Fresh Food,2.4
21049,2875,2015-11-01,38,3,soda,0.8,Beverages,2.4
21050,3871,2015-07-31,1,2,tropical fruit,7.8,Fresh Food,15.6
21051,4512,2015-12-21,8,2,beef,19.5,Fresh Food,39.0
21052,2426,2015-08-26,100,2,chewing gum,0.5,Specialty & Seasonal,1.0
21053,3728,2015-10-04,58,2,ice cream,1.8,Frozen & Processed Food,3.6
21054,1093,2015-03-28,69,2,domestic eggs,1.25,Fresh Food,2.5
21055,3322,2015-04-25,7,1,citrus fruit,1.5,Fresh Food,1.5
