Member_number,Recency,Frequency,Monetary
3443,69,8,86.9
3444,632,8,117.06
3445,91,6,46.7
3447,34,13,78.0
3448,461,2,28.2
3449,32,8,32.0
3450,7,17,131.56
3451,122,8,27.0
3452,60,8,60.0
3453,15,4,12.100000000000001
3454,14,2,11.8
3455,43,8,45.7
3456,112,13,81.5
3457,417,6,64.43
3458,140,10,43.900000000000006
3459,148,9,68.4
3460,37,16,123.5
3461,188,6,34.300000000000004
3462,46,25,191.48
3463,98,8,61.739999999999995
3464,549,4,40.2
3465,60,22,223.34
3466,387,7,20.7
3467,7,13,177.76
3468,47,11,82.2
3469,225,16,137.0
3470,88,9,102.14000000000001
3471,80,10,90.9
3472,245,12,148.8
3473,268,6,53.71999999999999
3474,128,16,167.4
3475,17,10,33.7
3476,186,15,117.68
3477,532,3,35.9
3478,273,2,5.8
3479,282,8,81.2
3480,238,12,68.8
3481,88,16,138.4
3482,519,7,15.8
3483,39,15,177.66
3484,40,23,207.32
3485,162,6,63.8
3486,8,12,74.4
3487,432,12,45.5
3488,10,7,116.65
3489,43,15,135.6
3490,175,2,4.4
3491,66,14,113.8
3493,332,8,51.1
3494,180,7,28.450000000000003
3495,43,22,217.85
3496,100,10,50.900000000000006
3497,37,23,131.0
3498,275,8,137.5
3499,241,18,196.03
3500,163,17,128.95
3501,157,4,16.6
3502,478,11,45.52
3503,32,2,4.1
3504,56,19,127.08
3505,81,15,143.2
3507,51,18,144.4
3508,138,17,144.61
3509,176,14,156.6
3510,363,2,7.3
3511,46,14,147.94
3512,44,4,45.699999999999996
3513,124,7,52.5
3514,383,4,40.0
3515,181,12,59.800000000000004
3516,18,7,64.7
3517,20,22,158.74
3518,66,16,146.35
3519,18,13,76.2
3520,52,11,64.67
3521,167,8,32.9
3522,99,10,134.2
3523,52,16,119.15
3524,396,12,89.55
3525,320,9,54.7
3526,127,10,138.63
3527,93,12,92.62
3528,135,12,51.550000000000004
3529,109,15,98.35
3530,561,6,85.14
3531,124,17,223.5
3532,219,6,42.300000000000004
3533,496,2,39.300000000000004
3534,50,6,64.3
3535,121,15,221.5
3536,636,3,20.1
3537,98,13,104.4
3538,305,6,21.3
3539,341,14,124.0
3540,301,7,22.4
3541,653,4,44.900000000000006
3542,173,4,28.9
3543,81,22,244.34
3544,271,10,82.1
3545,31,11,150.4
3546,39,8,46.199999999999996
3547,33,19,157.69
3548,203,15,98.41
3549,152,20,121.6
3550,378,8,30.6
3551,160,9,60.7
3552,120,13,113.16
3553,213,6,37.05
3554,161,8,54.699999999999996
3555,443,3,21.200000000000003
3556,92,10,89.66
3557,164,11,131.63
3558,103,17,148.0
3559,182,12,84.92
3560,93,17,155.6
3561,368,8,37.9
3562,1,18,204.76
3563,36,8,47.3
3564,180,8,40.300000000000004
3565,625,3,31.54
3566,17,4,18.6
3567,88,5,63.5
3568,75,8,22.85
3569,420,6,27.8
3570,120,11,74.7
3571,20,14,140.20000000000002
3572,175,4,100.4
3573,272,9,112.4
3574,56,14,83.9
3575,237,11,70.96000000000001
3576,595,2,10.0
3577,233,7,53.3
3578,229,6,36.96
3579,1,13,174.6
3580,37,4,17.200000000000003
3581,6,20,176.2
3582,197,19,146.61
3583,28,15,106.2
3584,14,14,183.1
3585,163,4,50.4
3586,221,8,89.2
3587,148,11,73.62
3588,16,13,110.7
3589,57,13,80.0
3590,215,14,86.53999999999999
3591,120,8,98.65
3592,17,14,83.86
3593,58,23,268.8
3594,111,4,56.8
3595,14,17,100.10000000000001
3596,255,12,86.5
3597,18,6,120.3
3598,260,4,18.5
3599,40,11,84.85
3600,35,15,119.92
3601,11,8,50.5
3602,430,5,24.5
3603,335,12,152.04000000000002
3604,227,15,119.0
3605,270,3,14.5
3606,415,2,18.9
3607,677,2,11.2
3608,34,14,158.66
3609,19,10,81.3
3610,471,4,10.600000000000001
3611,321,7,49.15
3612,95,14,65.44
3613,87,12,125.24
3614,247,10,88.1
3615,120,10,68.9
3616,421,7,60.900000000000006
3617,258,11,133.89999999999998
3618,450,4,48.1
3619,268,10,83.4
3620,196,15,116.0
3621,59,18,149.45
3622,3,10,48.4
3623,238,4,69.6
3624,598,2,14.4
3625,440,2,3.4000000000000004
3626,568,4,19.8
3627,543,4,83.30000000000001
3628,517,6,36.160000000000004
3629,262,13,170.5
3630,160,4,46.800000000000004
3631,475,2,6.8
3632,452,4,25.0
3633,2,16,184.44
3634,21,5,16.6
3635,18,21,228.33
3636,231,8,28.900000000000002
3637,9,13,115.30000000000001
3638,208,4,35.0
3639,397,9,85.4
3640,84,8,69.65
3641,4,6,32.3
3642,310,12,161.45
3643,102,15,96.59
3644,90,7,73.00000000000001
3645,19,11,73.5
3646,145,9,90.4
3647,303,5,72.2
3648,212,3,46.0
3649,193,17,177.2
3650,167,6,66.9
3651,76,21,213.56
3652,104,4,15.7
3653,52,11,112.8
3654,15,5,19.8
3655,318,5,124.6
3656,295,9,110.15
3657,93,20,253.55
3658,96,9,77.9
3659,193,8,35.96
3660,443,10,77.2
3661,34,12,91.74000000000001
3662,28,8,51.0
3663,41,19,158.5
3664,215,8,67.9
3665,99,8,73.96000000000001
3666,263,12,62.6
3667,383,9,53.6
3668,13,13,87.8
3669,324,12,108.47999999999999
3670,379,9,137.55
3671,81,10,75.86
3672,217,13,92.2
3673,126,8,76.94999999999999
3674,140,11,50.34
3675,150,11,109.5
3676,68,6,50.489999999999995
3677,31,13,137.15
3678,542,6,71.2
3679,8,21,132.39000000000001
3680,37,9,86.12
3681,78,10,85.1
3682,80,19,158.98
3683,26,14,123.12
3684,140,13,161.3
3685,127,10,128.95
3686,124,9,90.4
3687,9,19,136.09
3688,69,15,143.66
3689,155,10,120.10000000000001
3690,224,12,62.4
3691,129,23,227.36
3692,74,12,149.10000000000002
3693,45,8,96.5
3694,14,11,50.099999999999994
3695,175,8,33.4
3696,424,5,55.1
3697,89,11,57.93
3698,123,11,67.45
3699,19,9,119.8
3700,256,3,8.4
3701,248,12,147.68
3703,198,12,83.5
3704,94,12,82.1
3705,115,11,62.800000000000004
3706,409,2,15.3
3707,188,4,27.75
3708,119,7,25.2
3709,66,21,191.84
3710,131,8,31.3
3711,176,4,26.85
3712,11,8,38.82
3713,334,8,93.60000000000001
3714,572,4,7.65
3715,234,7,18.700000000000003
3716,51,9,70.4
3717,215,10,70.1
3718,74,18,140.4
3719,14,19,113.1
3720,217,8,33.9
3721,180,10,104.02000000000001
3722,517,6,28.2
3723,292,2,3.9
3724,20,6,76.8
3725,467,4,33.9
3726,219,6,49.5
3727,226,13,143.8
3728,49,13,102.35000000000001
3729,32,8,49.940000000000005
3730,157,8,71.25
3731,424,9,60.22
3732,25,21,209.02
3733,513,4,12.0
3734,117,5,21.0
3735,33,9,80.7
3736,34,12,72.1
3737,19,33,229.58
3738,1,10,35.2
3739,147,7,25.6
3740,591,2,65.2
3741,40,16,139.1
3742,131,4,60.86000000000001
3743,239,17,132.5
3744,23,12,89.30000000000001
3745,127,13,96.44
3746,52,13,112.9
3747,310,5,32.6
3748,79,11,87.7
3749,297,9,134.98
3750,228,6,56.1
3751,364,9,99.5
3752,132,27,222.36
3753,368,6,36.5
3754,343,6,61.3
3755,94,6,43.9
3756,29,10,80.7
3757,190,18,88.55
3758,118,14,105.0
3759,114,9,48.02
3760,39,15,64.76
3761,96,21,245.1
3762,133,11,71.4
3763,187,13,189.89999999999998
3764,51,12,70.8
3765,202,9,88.4
3766,53,9,160.12
3767,208,9,43.5
3768,85,16,239.91
3769,307,11,125.15
3770,352,3,55.400000000000006
3771,375,2,7.3
3772,95,8,58.72
3773,34,8,87.6
3774,14,12,144.7
3775,65,15,86.0
3776,166,17,214.9
3777,673,2,7.9
3778,28,12,89.9
3779,51,15,161.05
3780,675,2,3.7
3781,99,7,55.3
3782,331,18,135.34
3783,192,23,148.0
3784,200,9,63.5
3785,502,9,115.19999999999999
3786,234,13,119.90000000000002
3787,98,9,53.95
3788,318,2,25.799999999999997
3789,80,11,97.92
3790,64,13,104.10000000000001
3791,281,4,31.200000000000003
3792,519,4,35.1
3793,146,18,107.42
3794,35,11,122.4
3795,348,8,44.3
3796,208,2,9.0
3797,106,15,94.8
3798,118,6,67.36
3799,416,6,91.80000000000001
3800,326,6,35.800000000000004
3801,69,9,45.4
3802,77,4,64.4
3803,8,19,142.05
3804,193,9,116.32
3805,469,6,31.099999999999998
3806,125,7,86.6
3807,66,6,49.5
3808,135,10,76.0
3809,282,9,139.9
3810,238,6,53.400000000000006
3811,190,21,79.60000000000001
3812,48,20,150.65
3813,347,5,54.1
3814,163,13,121.64
3815,107,9,52.6
3816,13,9,57.699999999999996
3817,367,14,112.0
3818,14,15,120.2
3819,186,10,138.8
3820,523,6,32.5
3821,362,17,171.1
3822,97,19,221.47000000000003
3823,386,2,7.9
3824,322,2,5.4
3825,703,2,29.14
3826,613,2,27.240000000000002
3827,58,17,169.73000000000002
3828,199,9,49.4
3829,151,9,140.6
3830,74,23,214.05
3831,78,12,75.55
3832,167,15,170.96
3834,592,5,17.76
3835,106,21,120.05
3836,25,6,24.700000000000003
3837,233,5,63.599999999999994
3838,17,6,59.1
3839,474,9,75.0
3840,156,10,57.22
3841,165,17,136.38000000000002
3842,78,9,96.6
3843,75,9,131.8
3844,105,16,136.6
3845,103,2,17.4
3846,337,12,99.97
3847,28,11,158.1
3848,43,14,87.12
3849,381,12,89.01
3850,119,8,81.5
3851,235,8,59.900000000000006
3852,274,7,30.1
3853,180,6,75.69999999999999
3854,287,8,39.22
3855,29,18,193.5
3856,273,13,154.6
3857,57,14,87.4
3858,279,2,4.0
3859,92,4,58.300000000000004
3860,240,7,51.27
3861,177,9,57.85
3862,43,21,168.55
3863,201,14,122.92
3864,19,15,110.50000000000001
3866,177,10,75.7
3867,115,8,78.88000000000001
3868,134,5,82.35
3869,152,8,62.4
3870,285,6,28.200000000000003
3871,153,7,34.1
3872,38,30,301.33
3874,530,2,7.800000000000001
3876,89,6,33.5
3877,105,16,187.4
3878,156,16,133.0
3879,28,18,220.45000000000002
3881,268,14,139.55
3882,73,12,94.85
3883,87,4,19.5
3884,268,5,69.8
3885,77,5,32.400000000000006
3886,43,10,50.0
3887,463,3,18.44
3888,18,4,38.42
3889,373,5,13.8
3890,66,9,31.1
3891,39,13,119.49000000000001
3892,164,5,46.0
3893,260,11,56.34
3894,18,12,92.9
3895,565,10,63.45
3896,112,11,55.6
3897,130,13,52.5
3898,132,9,156.0
3899,7,16,80.2
3900,11,14,122.64
3901,396,4,34.7
3902,32,7,80.39999999999999
3903,86,19,125.4
3904,234,8,137.0
3905,195,16,74.59
3906,198,4,21.6
3907,67,9,90.1
3908,174,4,32.3
3909,325,16,180.86
3910,13,14,125.14
3911,130,16,122.04
3912,359,7,60.6
3913,285,12,90.42
3914,357,6,33.82
3915,92,31,192.63
3916,88,6,49.5
3917,109,13,102.14
3918,192,13,232.92000000000002
3919,85,10,99.2
3920,235,11,170.9
3921,420,8,60.4
3922,125,18,201.75
3923,338,8,48.74
3924,63,14,85.4
3925,281,8,63.72
3926,133,18,159.42000000000002
3927,22,9,61.5
3928,96,10,72.12
3929,55,9,37.74
3930,172,8,76.0
3931,298,13,118.1
3932,603,2,12.1
3933,394,4,19.62
3934,244,11,63.36
3935,182,8,86.2
3936,512,4,57.14999999999999
3937,42,10,101.1
3938,153,16,189.62
3939,324,5,48.89
3940,297,4,48.2
3941,416,3,52.34
3942,51,23,134.61
3943,637,2,12.3
3944,362,3,9.4
3945,88,6,31.400000000000002
3946,42,13,201.7
3947,201,10,119.0
3948,199,15,147.02
3949,274,2,2.1
3950,26,15,200.0
3952,62,9,62.16
3953,232,9,66.3
3954,324,7,126.5
3955,38,6,35.400000000000006
3956,377,16,154.44
3957,230,24,248.11
3958,57,6,21.6
3959,87,14,162.5
3960,71,23,211.9
3961,7,10,61.900000000000006
3962,102,14,119.65
3963,105,14,134.25
3964,660,5,32.7
3965,366,8,45.15
3966,213,11,45.52
3967,38,16,119.99
3968,49,5,16.4
3969,301,5,51.8
3970,424,2,17.200000000000003
3971,1,15,171.03
3972,206,14,95.0
3973,120,16,205.89999999999998
3974,195,6,35.7
3975,307,4,55.8
3976,102,13,99.88
3977,259,6,42.4
3978,161,5,65.9
3979,106,4,50.99999999999999
3980,106,11,48.300000000000004
3981,6,4,13.7
3982,93,15,82.78999999999999
3983,113,11,191.10000000000002
3984,331,6,63.400000000000006
3985,69,15,69.60000000000001
3986,43,12,69.6
3987,134,11,61.05
3989,439,6,48.1
3990,594,2,3.7
3991,546,2,20.16
3992,411,4,31.749999999999996
3993,316,3,13.899999999999999
3994,394,2,15.700000000000001
3995,188,4,13.0
3996,122,6,93.4
3997,80,10,106.9
3998,17,17,110.80000000000001
3999,45,13,75.2
4001,193,8,41.7
4002,119,14,151.55
4003,8,9,69.04
4004,235,10,76.8
4005,597,4,24.5
4006,13,12,132.81
4007,8,12,87.5
4008,226,9,92.62
4009,170,11,57.6
4010,2,6,19.400000000000002
4011,490,2,11.0
4012,229,14,100.60000000000001
4013,288,9,70.38
4014,46,8,38.66
4015,279,17,108.04
4016,254,6,60.400000000000006
4017,57,8,47.300000000000004
4018,44,17,152.1
4019,125,17,119.9
4020,264,5,39.400000000000006
4021,426,6,41.800000000000004
4022,153,8,86.0
4023,344,2,3.4000000000000004
4024,76,14,142.9
4025,57,12,73.82
4027,185,4,25.8
4028,176,10,156.5
4029,430,2,3.2
4030,9,20,145.05
4031,74,7,23.0
4032,143,4,16.6
4033,208,6,33.7
4034,48,6,44.7
4035,150,13,63.6
4036,219,12,94.35
4037,2,10,76.9
4038,55,14,91.60000000000001
4039,4,12,88.2
4040,272,11,87.3
4041,76,11,73.9
4042,14,16,102.35
4043,344,2,12.6
4044,30,10,148.4
4045,9,11,149.9
4046,367,9,42.42
4047,300,4,32.44
4048,237,9,44.75
4049,152,12,174.9
4050,178,9,93.5
4051,337,6,37.1
4052,254,5,24.82
4053,284,6,59.50000000000001
4054,239,5,91.2
4055,646,3,47.4
4056,72,16,134.45
4058,1,7,78.99000000000001
4059,238,9,92.7
4060,20,7,101.9
4061,236,6,66.80000000000001
4062,399,2,4.6
4063,49,9,37.800000000000004
4064,105,6,83.9
4065,177,13,58.040000000000006
4066,394,8,75.9
4067,76,6,80.4
4068,20,12,97.30000000000001
4069,242,11,45.7
4070,157,6,43.1
4071,77,9,115.26
4072,139,2,9.4
4073,59,14,124.2
4074,112,9,70.2
4075,360,8,66.0
4076,223,12,84.6
4077,149,14,110.7
4078,47,16,253.12
4079,102,6,37.0
4080,181,8,54.900000000000006
4081,72,6,31.44
4082,244,11,135.7
4083,503,2,40.9
4084,58,11,89.8
4085,93,10,50.1
4086,411,13,176.95000000000002
4087,127,5,35.3
4088,99,10,69.23
4089,88,6,56.650000000000006
4090,308,6,44.120000000000005
4091,3,14,118.94999999999999
4092,92,10,137.5
4093,479,4,22.3
4094,276,10,48.1
4095,2,6,128.89999999999998
4096,185,10,173.0
4097,33,14,77.8
4098,328,11,90.10000000000001
4099,338,5,8.5
4100,253,8,65.35
4101,245,8,98.3
4102,58,19,289.4
4103,158,9,68.5
4104,31,16,132.35
4105,28,10,96.5
4106,128,13,89.8
4107,46,12,126.65
4108,95,14,135.35
4109,88,13,87.95
4110,33,16,124.94999999999999
4112,248,18,170.0
4113,140,12,86.2
4114,146,10,72.1
4115,223,11,52.22
4116,244,8,60.0
4117,21,15,124.64
4118,7,2,19.4
4119,236,9,91.8
4120,20,11,108.6
4121,60,15,76.52000000000001
4122,69,9,70.25
4123,17,4,24.0
4124,113,17,130.05
4125,200,11,57.6
4126,420,7,82.4
4127,49,11,89.35000000000001
4129,54,17,129.64000000000001
4130,55,16,180.2
4131,277,11,136.8
4132,394,9,56.16
4133,157,13,79.8
4134,33,14,104.95
4135,599,4,19.4
4136,142,6,28.599999999999998
4137,5,26,254.04000000000002
4138,82,12,133.39000000000001
4139,35,6,36.9
4140,679,6,50.2
4141,49,3,25.1
4142,44,2,4.9
4143,664,4,24.700000000000003
4144,55,8,78.8
4145,264,6,31.840000000000003
4146,325,15,85.9
4147,106,12,119.1
4148,266,12,83.05000000000001
4149,286,9,52.8
4150,127,12,113.69999999999999
4151,59,2,7.2
4152,196,16,115.0
4153,157,22,163.0
4154,182,8,80.0
4155,98,17,157.5
4156,150,13,131.64
4157,361,6,61.7
4158,5,4,16.85
4159,3,6,66.19999999999999
4160,141,13,126.92
4161,98,5,57.6
4162,9,14,114.0
4163,215,15,130.5
4164,462,10,127.05000000000001
4165,135,20,163.14999999999998
4166,55,14,58.260000000000005
4167,116,6,38.75
4168,393,4,39.7
4169,37,15,128.20000000000002
4170,173,15,119.65
4171,211,8,47.9
4172,84,9,50.15
4173,234,4,56.20000000000001
4174,439,4,37.5
4175,336,7,101.80000000000001
4176,240,7,37.66
4177,199,10,70.30000000000001
4178,48,20,113.15
4179,285,9,121.1
4180,50,13,92.11
4181,480,3,20.0
4182,132,14,126.1
4183,350,17,70.39
4184,16,8,22.5
4185,349,6,47.0
4186,67,3,25.3
4187,64,21,189.73
4188,498,2,6.720000000000001
4189,111,6,27.099999999999998
4190,4,21,120.49000000000001
4191,58,13,122.8
4192,15,15,68.7
4193,123,8,62.54
4194,234,14,127.20000000000002
4195,91,10,74.76
4196,54,10,39.9
4197,58,17,183.1
4198,288,5,57.9
4199,2,11,76.94
4200,556,3,53.760000000000005
4201,78,12,101.65
4202,29,13,138.4
4204,76,10,89.84
4205,312,4,51.5
4206,385,15,90.95
4207,125,15,105.55
4208,696,2,18.0
4209,520,4,35.8
4210,146,4,50.44
4211,471,12,130.0
4212,244,11,79.75
4213,130,8,111.9
4214,85,13,94.6
4215,184,18,150.70000000000002
4216,247,11,48.9
4217,13,25,104.25
4218,89,12,191.35000000000002
4219,76,8,57.5
4220,40,16,165.5
4221,307,8,83.96
4222,4,13,135.99
4223,85,17,124.2
4224,25,12,109.60000000000001
4225,237,6,24.4
4226,25,9,89.45
4227,133,7,106.10000000000001
4228,257,13,83.36
4229,133,8,48.8
4230,56,9,97.6
4231,354,5,68.9
4232,12,12,94.45
4233,198,11,83.3
4234,151,20,237.40000000000003
4235,12,19,211.84
4236,36,14,193.4
4237,590,2,24.700000000000003
4238,19,8,65.5
4239,323,4,101.80000000000001
4240,27,15,76.17
4241,455,6,27.1
4242,22,7,27.76
4243,131,16,213.34
4244,61,10,62.7
4245,210,9,54.6
4246,30,8,71.30000000000001
4247,728,2,5.6000000000000005
4248,448,2,11.7
4249,27,11,87.28
4250,432,4,39.76
4251,10,22,167.39000000000001
4252,265,9,131.16
4254,139,6,58.419999999999995
4255,120,11,99.36
4256,591,6,59.2
4257,132,13,191.75
4258,20,13,130.7
4259,190,12,46.370000000000005
4260,45,12,64.2
4261,318,12,157.25
4262,76,17,137.1
4264,234,9,60.9
4265,19,10,49.9
4266,153,19,130.5
4267,82,14,143.70000000000002
4268,250,12,75.75
4269,274,10,99.7
4270,326,6,44.72
4271,377,5,52.04
4272,208,27,244.0
4273,200,8,49.1
4274,92,12,103.6
4275,111,15,144.6
4277,25,23,129.66
4278,546,4,43.8
4279,703,2,16.9
4280,25,15,241.6
4281,74,13,108.96
4282,191,4,41.2
4283,559,7,91.89999999999999
4284,78,10,62.3
4285,2,8,60.65
4286,110,13,79.80000000000001
4287,147,6,39.5
4288,48,12,131.0
4289,84,9,115.3
4290,483,7,42.85
4291,22,16,89.36
4292,26,20,189.7
4293,92,22,265.7
4294,28,14,66.60000000000001
4295,66,11,98.69999999999999
4296,127,10,86.4
4297,65,23,145.52
4298,159,9,51.85
4299,139,15,135.69
4300,271,8,42.6
4301,11,15,138.26
4302,56,20,254.7
4303,6,25,245.36
4304,320,8,50.36
4305,160,15,117.66
4306,3,12,81.15
4307,544,2,21.96
4308,26,19,92.12
4309,107,4,11.7
4310,307,7,68.7
4311,390,5,39.8
4312,17,17,151.06
4313,156,10,97.42
4314,243,17,76.9
4315,249,7,25.200000000000003
4316,354,20,186.46
4317,644,4,37.1
4318,490,6,39.949999999999996
4319,53,14,77.56
4320,20,15,79.8
4321,65,18,159.6
4322,28,11,77.7
4323,14,12,111.7
4324,360,14,161.2
4325,78,9,142.70000000000002
4326,55,12,111.36
4327,249,5,32.76
4328,124,12,236.0
4329,434,7,43.75
4330,192,18,188.9
4331,112,6,50.0
4332,37,4,30.25
4333,183,2,22.8
4334,51,15,78.05000000000001
4335,26,17,135.32000000000002
4336,82,15,122.5
4337,66,9,129.34
4338,81,28,239.75
4339,406,6,43.760000000000005
4340,6,13,128.5
4341,431,7,53.230000000000004
4342,288,10,49.3
4343,10,7,55.78
4344,239,9,87.8
4345,337,6,93.06
4347,299,4,22.5
4348,264,12,65.0
4349,292,8,51.1
4351,132,13,184.4
4352,2,13,114.75
4353,129,17,176.2
4354,349,4,34.7
4355,40,9,50.0
4356,30,9,134.5
4357,82,9,72.80000000000001
4358,55,6,107.3
4359,98,9,60.85
4360,311,6,66.25
4361,117,8,46.25
4362,173,15,123.55000000000001
4363,183,6,76.9
4364,7,22,157.05
4365,314,4,10.100000000000001
4366,140,2,5.700000000000001
4367,46,12,81.31
4368,80,8,36.4
4369,128,10,58.3
4370,573,8,64.35000000000001
4371,193,9,75.45
4372,154,16,76.65
4373,141,7,104.60000000000001
4374,468,4,47.7
4375,87,12,82.6
4376,39,26,160.32
4377,311,11,58.5
4378,241,4,14.5
4379,91,4,17.6
4380,58,11,175.9
4381,92,6,64.3
4382,48,4,85.8
4383,394,4,23.7
4384,100,14,99.6
4385,44,5,53.38
4386,114,2,4.5
4387,106,17,115.2
4388,286,14,146.25
4389,14,17,231.44
4390,345,5,63.400000000000006
4391,280,14,143.84
4392,33,13,88.82
4393,37,5,51.4
4394,413,9,79.9
4395,189,8,98.5
4396,202,4,82.22
4397,187,11,43.84
4398,52,10,81.9
4400,20,6,33.019999999999996
4401,448,9,40.2
4402,448,5,97.9
4403,102,12,67.05
4404,447,7,63.599999999999994
4405,162,10,72.7
4406,218,17,91.42
4407,315,6,41.85
4408,255,9,45.92
4409,350,7,27.34
4410,80,11,61.55
4411,162,6,76.8
4412,11,13,171.56
4413,81,7,49.5
4414,342,7,69.26
4415,338,8,44.2
4416,8,16,72.3
4417,227,15,217.2
4418,88,8,134.6
4419,8,2,4.6
4420,309,6,54.2
4422,438,6,53.32000000000001
4423,674,2,11.4
4424,76,8,143.64999999999998
4425,75,2,23.699999999999996
4426,208,15,114.5
4427,334,12,128.7
4428,130,6,39.7
4429,163,3,23.5
4430,29,14,170.7
4431,45,14,72.8
4432,97,10,73.1
4433,220,17,165.2
4434,101,15,235.10999999999999
4435,390,8,15.700000000000001
4436,8,2,24.1
4437,32,23,285.6
4439,132,8,54.3
4440,30,12,118.2
4441,52,16,133.3
4442,33,14,143.70000000000002
4443,416,7,56.5
4444,86,15,110.80000000000001
4445,30,15,141.2
4447,244,2,6.8
4448,359,12,121.7
4449,276,10,78.0
4450,154,7,60.800000000000004
4451,403,2,18.9
4452,38,4,44.6
4453,130,18,158.60000000000002
4454,8,3,14.1
4455,5,16,105.66
4456,145,17,91.55
4457,119,10,63.8
4458,650,6,38.2
4459,13,12,76.1
4460,172,8,49.15
4461,321,9,81.0
4462,207,12,46.9
4463,58,10,111.3
4464,71,17,89.60000000000001
4465,367,4,51.6
4466,119,10,57.6
4467,39,11,95.4
4468,199,17,156.1
4469,74,7,111.2
4470,8,14,117.0
4471,306,9,81.0
4472,446,2,9.0
4473,115,14,177.5
4474,21,11,72.5
4475,272,5,62.10000000000001
4477,319,7,58.95000000000001
4478,27,9,72.05
4479,324,9,29.1
4480,567,5,46.06
4481,468,4,30.5
4482,31,11,98.2
4483,138,4,21.53
4484,34,6,41.92
4485,159,12,128.55
4486,29,26,206.66
4487,164,19,194.7
4488,380,6,44.0
4489,42,8,67.94
4490,709,4,17.6
4491,469,2,17.1
4492,200,9,85.0
4493,63,10,52.5
4494,59,21,277.9
4495,15,23,160.55
4496,342,2,13.0
4497,207,4,21.200000000000003
4498,256,11,88.2
4499,63,15,203.26
4500,206,10,75.60000000000001
4501,199,13,73.22
4502,39,9,42.04
4503,12,11,130.3
4504,118,14,76.3
4505,258,13,118.75
4506,142,2,8.7
4507,138,6,59.7
4508,85,13,61.4
4509,32,20,290.74
4510,119,17,189.76000000000002
4511,185,7,70.7
4512,10,15,193.20000000000002
4513,57,5,53.489999999999995
4514,532,2,14.6
4515,199,19,128.5
4516,24,7,45.2
4517,431,2,26.0
4518,164,5,32.8
4519,58,5,101.60000000000001
4520,648,6,21.0
4521,107,2,10.0
4522,227,8,21.900000000000002
4523,64,12,203.95
4524,5,22,153.0
4525,85,15,129.4
4526,129,20,153.76
4527,74,11,76.5
4528,79,4,15.4
4529,221,10,71.36
4530,110,4,10.6
4531,76,17,109.07000000000001
4532,32,6,65.1
4533,224,6,32.400000000000006
4534,442,4,37.5
4535,26,7,23.4
4536,109,11,80.0
4537,11,13,116.5
4538,33,8,84.8
4539,297,9,47.3
4540,72,12,179.76000000000002
4541,257,10,140.4
4542,347,6,47.699999999999996
4543,69,6,83.5
4544,344,12,65.65
4546,119,11,127.7
4547,347,7,59.1
4548,154,15,150.7
4550,52,16,135.1
4551,156,4,38.400000000000006
4552,75,8,28.5
4553,201,7,44.7
4554,126,9,102.60000000000001
4555,54,14,77.7
4556,136,9,118.19999999999999
4557,73,8,143.0
4558,270,6,73.9
4559,233,10,54.2
4560,181,4,23.2
4561,483,9,66.4
4562,420,4,11.4
4563,187,12,116.80000000000001
4564,57,17,142.26000000000002
4565,1,2,2.2
4566,123,13,153.96
4567,90,12,134.0
4569,157,12,125.14
4570,131,6,32.5
4571,270,6,59.5
4572,63,18,134.8
4573,8,16,112.5
4574,31,21,135.9
4575,21,8,31.740000000000002
4576,105,14,159.4
4577,57,6,86.25
4578,479,9,62.44
4579,63,16,111.15
4580,32,8,124.02
4581,272,6,34.0
4582,48,9,63.7
4583,311,10,62.050000000000004
4584,29,10,174.3
4585,94,21,156.55
4586,461,7,59.1
4587,587,2,17.6
4588,53,21,176.2
4589,23,16,179.9
4590,499,2,9.600000000000001
4591,201,9,68.0
4592,23,16,142.9
4593,135,10,59.0
4594,191,18,160.6
4595,146,4,28.1
4596,209,10,92.0
4597,171,6,61.900000000000006
4598,43,18,114.7
4599,617,4,49.4
4600,170,11,98.65
4601,16,15,166.65
4602,127,3,63.5
4603,344,10,85.12
4604,22,4,62.300000000000004
4605,69,6,49.900000000000006
4606,230,13,109.2
4607,16,8,66.6
4608,36,12,114.00000000000001
4609,54,4,71.0
4610,165,12,97.05000000000001
4611,126,5,28.3
4612,245,4,23.1
4613,228,12,82.82000000000001
4614,68,10,36.6
4615,428,5,53.300000000000004
4616,137,13,72.2
4617,402,9,87.3
4618,15,12,108.5
4619,198,5,56.1
4620,295,9,60.36
4621,643,2,23.700000000000003
4622,476,8,60.940000000000005
4623,176,14,121.4
4624,34,22,260.94
4625,268,5,30.5
4626,7,7,44.7
4627,13,4,108.5
4628,21,20,262.40000000000003
4629,45,10,61.42
4630,550,2,15.700000000000001
4631,674,2,6.8
4632,88,10,80.0
4633,136,14,133.8
4634,230,9,106.6
4635,76,8,35.5
4636,265,17,213.55
4637,231,11,128.9
4638,423,8,81.52
4639,404,2,28.6
4640,97,9,37.69
4641,32,10,89.30000000000001
4642,28,4,19.57
4643,29,16,122.14999999999999
4644,128,6,47.4
4645,2,20,101.9
4646,153,12,98.14000000000001
4647,317,4,42.4
4648,84,9,73.1
4649,452,11,53.86
4650,382,11,71.32
4651,193,8,48.7
4652,267,13,114.3
4653,417,4,13.4
4654,473,7,65.06
4655,151,10,54.5
4656,6,21,200.3
4657,138,20,166.79999999999998
4658,170,8,21.9
4659,370,8,76.6
4660,174,8,104.7
4661,235,17,139.1
